game_id,rated,speed,perf,winner,opening,white,black,moves
WPYzAi4Z,True,bullet,bullet,white,King's Indian Defense: Orthodox Variation,DrNykterstein,chess-art-us,d4 Nf6 c4 g6 Nc3 Bg7 e4 O-O Nf3 d6 Be2 Nbd7 O-O c5 d5 a6 a4 Rb8 Re1 Ne8 Bf4 Nc7 Qd2 f6 Bh6 Ne5 Nxe5 fxe5 Be3 Bd7 a5 b5 axb6 Rxb6 Reb1 Qb8 Nd1 Qb7 h4 Rb8 h5 Ne8 hxg6 hxg6 Ra3 Nf6 Qc2 Nxe4 Bd3 Nf6 Bxg6 e6 dxe6 Bxe6 Bg5 Rb4 Ne3 e4 Bxf6 Bxf6 Bxe4 Qf7 b3 Bd4 Rxa6 Bxe3 fxe3 Bxc4 Rxd6 Rxb3 Rxb3 Bxb3 Qxc5 Qg7 Rg6
nvybf9EQ,True,bullet,bullet,white,Four Knights Game,RebeccaHarris,DrNykterstein,e4 e5 Nf3 Nc6 Nc3 Nf6 Nd5 Nxe4 d4 d6 Bb5 Bd7 O-O Nf6 Bg5 Be7 Nxe7 Nxe7 dxe5 dxe5 Bc4 Ng6 Re1 O-O Nxe5 Nxe5 Rxe5 Bc6 Qxd8 Raxd8 Bxf6 gxf6 Re7 Rd2 Bd3 Rc8 Rae1 Kf8 h4 Re8 Rxe8+ Bxe8 f3 h6 Kh2 c5 b3 b5 Kg3 a5 Re4 Bc6 Rf4 Ke7 Rf5 c4 bxc4 bxc4 Bxc4 a4 Bd3 Rd1 Rc5 Kd6 Ra5 Ra1 Bc4 Rc1 Rh5 Rxc2 Bxf7 Bd7 Rxh6 Ke5 Rh5+ f5 Rg5 Kf6 Bd5 Rd2 Bc4 a3 Bg8 Bb5 Bb3 Bf1 Kf4 Rd4+ Ke3 Rxh4 Rg8 Rb4 Ra8 Bxg2 Rxa3 f4+ Kf2 Bh3 Ra6+ Ke5 Ra5+ Kd4 Ra4 Rxa4 Bxa4 Be6 a3 Bd7 Bxd7
5oquNjYQ,True,bullet,bullet,black,Grünfeld Defense,DrNykterstein,junglebook1,d4 Nf6 c4 g6 Nc3 d5 e4 dxe4 f3 exf3 Nxf3 Bg7 Bd3 Bg4 Be3 Nc6 Be2 O-O O-O Nd7 d5 Nce5 Nxe5 Bxe2 Nxf7 Bxd1 Nxd8 Rxf1+ Kxf1 Bc2 Nxb7 Rb8 Nc5 Nxc5 Bxc5 Bd3+ Kg1 Rxb2 Rc1 Bxc4 Bxa7 Bh6 Rd1 Rc2 Bd4 Bxa2 Nxa2 Rxa2 Be5 Be3+ Kh1 Bb6 h3 Re2 Bf4 Kf7 g4 Ke8 Rd3 Kd7 Rf3 Re1+ Kg2 Rd1 Bg3 Rxd5 Rf7 c5 Rxh7 c4 Bf4 c3 Rh8 Bc7 Be3 c2 Ra8 Rd1 Ra6 Bd6 Kf3 c1=Q Bxc1 Rxc1 h4 Rc3+ Kf2 Rh3 h5 gxh5 gxh5 Rxh5 Kf3 Rf5+ Ke4 Re5+ Kd4 Ke6 Ra8 Rc5 Ra6 Rd5+ Kc4 Re5 Kd4 Rh5 Kc4 Rh4+ Kd3 Rh5 Kd4 Rd5+ Ke4 Re5+ Kd4 Kf7 Ra8 Re6 Ra2 Rf6 Ke4 Rf4+ Kd5 Rf6 Kc6 Bf4+ Kd7 Bg5 Re2 Bf4 Rxe7+ Kf8 Re6 Rf7+ Re7 Bg5 Kd8 Bxe7+ Kd7 Bf6+ Ke6 Re7+ Kd5 Rf7 Ke4 Rg7 Kd5 Rg6
OJozkZH3,True,bullet,bullet,black,Sicilian Defense: Alapin Variation,dr_xStranger,DrNykterstein,e4 c5 c3 d6 d4 Nf6 Bd3 Nc6 Nf3 cxd4 cxd4 Bg4 d5 Bxf3 gxf3 Ne5 Bb5+ Ned7 Nc3 a6 Ba4 g6 f4 Bg7 e5 O-O exf6 Nxf6 O-O Rc8 Re1 b5 Bb3 Nh5 Qf3 Qd7 Be3 b4 Na4 Rc7 Rad1 Qf5 Nb6 Bxb2 Nc4 Bc3 Re2 Rfc8 Bc2 Qf6 Nb6 Rb8 Bd3 Be5 Nc4 Bxf4 Bxf4 Nxf4 Re4 Nxd5 Qxf6 Nxf6 Re2 Nd5 Red2 Nc3 Re1 d5 Na5 e6 Nb3 Rb6 Bf1 Kg7 f3 Ra7 Na5 Rc7 Nb3 g5 Kh1 h6 Rg2 Kf6 h4 a5 hxg5+ hxg5 Nxa5 Ra7 Nb3 Rxa2 Rxa2 Nxa2 Ra1 Nc3 Ra7 Rc6 Rb7 Nd1 Rxb4 Rc3 Kg2 Ne3+ Kf2 Nxf1 Kxf1 Rxf3+ Kg2 Rf4 Nd4 g4 Ra4 Kg5 Kg3 e5 Ra6 Rxd4 Kf2 f5 Ke3 Re4+ Kd2 Rf4 Kd3 Rf3+ Ke2 Kf4
lUP0KiqC,True,bullet,bullet,black,"Italian Game: Two Knights Defense, Modern Bishop's Opening",DrNykterstein,alireza2003,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 O-O O-O Re1 d6 a4 a5 Nc3 h6 h3 Re8 Be3 Bf8 Nd5 Nxd5 Bxd5 Ne7 Bb3 Ng6 d4 Qf6 c3 c6 Bc2 Be6 Qe2 Rad8 Rad1 Rd7 d5 cxd5 exd5 Bf5 Bxf5 Qxf5 Nd2 e4 Qg4 Qxg4 hxg4 Ne5 Nxe4 Nxg4 f3 Nxe3 Rxe3 Rde7 g4 h5 Rde1 hxg4 fxg4 Re5 Kg2 Rc8 Rd1 Rc4 Kf3 Rxa4 g5 Be7 Rd4 Rxd4 cxd4 Rf5+ Kg4 g6 Rb3 Rxd5 Rxb7 Rxd4 Rxe7 d5 Kf4 Rxe4+ Rxe4 dxe4 Kxe4 Kg7 Ke5 a4
ovXf5I0A,True,bullet,bullet,black,Rapport-Jobava System,Night-King96,DrNykterstein,d4 Nf6 Nc3 d5 Bf4 a6 e3 h6 a3 e6 Nf3 Bd6 Ne5 Nc6 Bd3 Bxe5 Bxe5 Nxe5 dxe5 Nd7 f4 c5 Qh5 c4 Be2 Qb6 Nd1 Nc5 O-O Bd7 Rb1 Ba4 b3 cxb3 cxb3 Nxb3 f5 exf5 Qxf5 O-O Bd3 g6 Qf4 Qc7 Qxa4 Nd2 Qf4 Nxb1 Bxb1 Rae8 Qxh6 Qxe5 Rf3 d4 Rh3 Qg7 Qxg7+ Kxg7 Kf2 Rd8 e4 Rc8 Rb3 b5 Ke2 Rc1 Kd2 Rc5 Nf2 Rfc8 g3 Rc3 Rxc3 Rxc3 Nd3 Rxa3 Bc2 a5 e5 b4 Nf4 b3 Bb1 Ra1 Kc1 Ra4 Kb2 Rb4 Nd3 Rb5 Ka3 b2 Nxb2 a4 Bd3 Rb3+ Kxa4 Rc3 Kb4 Rc7 Bc4 Rb7+ Kc5 Rc7+ Kxd4 Rd7+ Kc3 Rc7 Nd3 Rd7 Nf4 Re7 Nd5 Rxe5 Ne3 Rxe3+ Kd4 Rf3 Bd5 Rf2 Kc5 Rc2+ Kd6 Rd2 Kd7 Rxh2 Ke7 Re2+
KyVLw4xS,True,bullet,bullet,,Zukertort Opening: Kingside Fianchetto,DrNykterstein,KonstantinKornienko,Nf3 g6 c4 Bg7 Nc3 c5 d4 cxd4 Nxd4 Nf6 e4 Nc6 Be2 O-O Be3 d6 O-O Bd7 h3 Rc8 Rc1 Qa5 Nb3 Qd8 f4 a5 Nd4 Nxd4 Bxd4 Bc6 Bf3 Nd7 Bxg7 Kxg7 Qd2 Qb6+ Kh2 Rfd8 Nd5 Bxd5 exd5 Nf6 Rfe1 Rc7 b3 a4 Re3 axb3 axb3 Ra8 Rce1 Kf8 Qc3 Qa5 b4 Qa6 c5 dxc5 bxc5 Qa5 Qxa5 Rxa5 c6 bxc6 dxc6 Rc5 Rd1 e6 Red3 Nd5 Bxd5 exd5 Rxd5 Rxd5 Rxd5 Rxc6 g4 Kg7 Kg3 Rc3+ Kg2 h6 Rd2 Rb3 Rf2 Rb4 Rf3 Kf6 Kg3 Ra4 h4 Ra1 g5+ hxg5 fxg5+ Kg7 Rf4 Rg1+ Kf3 Ra1 Kg4 Ra3 Rf3 Ra1 Rf4 Rg1+ Kf3 Kf8 Rg4 Rf1+ Kg3 Ra1 Rf4 Kg7 Kg4
oPmPGF8X,True,bullet,bullet,white,King's Indian Attack: Symmetrical Defense,Zubrrr,DrNykterstein,Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 d5 cxd5 Nxd5 Nc3 Nb6 d4 Nc6 e3 e5 Nxe5 Nxe5 dxe5 Bxe5 Qc2 c6 f4 Bg7 e4 Qd4+ Kh1 Be6 Rd1 Qc5 Qe2 Bxc3 Be3 Rad8 Bxc5
bDRN4aOQ,True,bullet,bullet,white,Zukertort Opening,DrNykterstein,dr_xStranger,Nf3 Nf6 g3 e5 Bg2 e4 Nd4 d5 Nb3 Bd6 d3 exd3 cxd3 Nc6 O-O h6 Nc3 Be6 d4 O-O e4 Bb4 e5 Nd7 f4 Bxc3 bxc3 Bf5 Bxd5 Nb6 Bg2 Re8 g4 Be6 f5 Bd5 Nc5 Bxg2 Kxg2 Qd5+ Qf3 Qc4 Bf4 Nd5 Ne4 Rad8 Rae1 Qxa2+ Rf2 Qc4 g5 Nxc3 Qxc3 Qxc3 Nxc3 Rxd4 gxh6 gxh6 Ne4 Kh8 Nf6 Re7 e6 fxe6 Rxe6 Rg7+ Kh3 Rd3+ Kh4 Ne7 Bxh6 Rf7 Bg5 a5 Kg4 a4 Rfe2 Ng8 Re8 Rg7 R2e7 Rd4+ Kh5
OwBe22yo,True,bullet,bullet,,Modern Defense: Pseudo-Austrian Attack,Zaven_ChessMood,DrNykterstein,e4 g6 d4 Bg7 Nc3 d6 f4 a6 Nf3 b5 Bd3 Nd7 Qe2 c5 e5 cxd4 Ne4 dxe5 fxe5 Nxe5 Nxe5 Bxe5 O-O Qc7 Bg5 f6 Bh4 Bb7 Rae1 O-O-O a4 b4 Bxa6 Nh6 Bxb7+ Kxb7 Qb5+ Ka7 Nc5 Qb6 Bf2 Qxb5 axb5 Kb6 Nd3 Rd5 Nxe5 fxe5 Rxe5 Rxe5 Bxd4+ Kxb5 Bxe5 Rc8 c3 Ng4 Bg7 b3 Rf4 Rc4 Rf8 Re4 Kf1 Ne3+ Kf2 Nd1+ Kf3 Re3+ Kf4 g5+ Kxg5 Kc4 Rf4+ Kd3 c4 e5 Rf8 Nxb2 c5 Nc4 c6 b2 Rb8 Re2 c7 Rxg2+ Kf6 Nd6 Rxb2 Rxb2 Ke6 Nc8 Bxe5 Re2 Kd7 Rxe5 Kxc8 Rc5 Kd7 Ke4 c8=Q Rxc8 Kxc8 Kf3 Kd7 Kg2 Ke6 h5 Kf5 Kxh2 Kg5 Kg3 Kxh5
O79p4glP,True,bullet,bullet,white,"English Opening: King's English Variation, Four Knights Variation, Flexible Line",DrNykterstein,chess-art-us,c4 Nf6 Nc3 e5 Nf3 Nc6 d3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Be7 Be2 O-O O-O f5 Rb1 Kh8 exf5 b6 g4 Bb7 Nd2 Na5 Bf3 Qxd3 Bxb7 Nxb7 Qf3 Nc5 Qxd3 Nxd3 Ne4 Nc5 Nxc5 Bxc5 Re1 Rfe8 Be3 Bd6 Kg2 Kg8 h4 Kf7 h5 Rad8 Red1 Be7 Kf3 g6 hxg6+ hxg6 Rxd8 Rxd8 Ke4 gxf5+ Kxf5 Rd3 Rh1 Rxc3 Rh7+ Ke8 g5 Rc6 Kxe5 Rg6 Kf5 Rg8 f4 c5 Ke4 Kd7 f5 Kd6 Bf4+
P8sDo8tc,True,bullet,bullet,black,Modern Defense,Dragon700,DrNykterstein,e4 g6 Nc3 Bg7 f4 c5 Nf3 d6 Bc4 Nc6 d3 e6 O-O Nge7 Qe1 O-O Bb3 d5 Kh1 b5 a4 c4 axb5 cxb3 bxc6 bxc2 Qf2 Nxc6 Qxc2 Nb4 Qe2 Ba6 Ne1 dxe4 Qxe4 Bxd3 Nxd3 Qxd3 Qxd3 Nxd3 Na4 Rac8 Be3 a5 Rfd1 Rfd8 Bb6 Rd5 Kg1 Nxb2 Rxd5 Nxa4 Rxa4 exd5 Rxa5 d4 Rd5 Bf6 Bxd4 Rc1+ Kf2 Rd1 Ke3 h5 Ke4 Bxd4 Rxd4 Rh1 h3 Rf1 Rd5 Kg7 Rg5 f5+ Ke3 h4 g3 hxg3 Rxg3 Kh6 Ke2 Rxf4 Ke3 Rf1 Ke2 Ra1 Ra3 Rxa3
GILE0fmS,True,bullet,bullet,black,"Italian Game: Classical Variation, Giuoco Pianissimo",DrNykterstein,junglebook1,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 O-O d6 c3 O-O b4 Bb6 a4 a5 b5 Ne7 Be3 Bxe3 fxe3 Ng6 Nbd2 Be6 Bxe6 fxe6 d4 Qe7 Qb3 h6 h3 Kh7 Rf2 Nh5 Kh2 Rf7 Raf1 Raf8 Qc4 b6 Qe2 exd4 cxd4 e5 Nc4 exd4 exd4 Nhf4 Qe3 d5 exd5 Nxd5 Qd3 Nf4 Qc2 Kh8 Nfe5 Rf6 Rxf4 Nxf4 Rxf4 Qe8 Rxf6 Rxf6 Ne3 Qe6 Qxc7 Rf2 N3g4 Ra2 Qc6 Qf5 Qf3 Qxf3 Nxf3 Rxa4 d5 Ra1 d6 Rd1 Nfe5 a4 Ne3 Rd4 d7 Kh7 Nc2 Rd2 Na3 g5 Nac4 Rd1 Nxb6 a3 Na4 a2 Nc3 a1=Q Nxd1 Qxe5+ Kg1 Qd6 Kf2 Qxd7 Ne3 Qf7+ Ke2 Qe7 g3 Qb7 Kf2 Qb6 Ke2 Qxb5+ Kf3 Qb6 Ke2 Qa6+ Kf2 Qb7 Ke2 Qa7 Kf3 Qc7 Kf2 Qd7
ony4vIqh,True,bullet,bullet,black,Alekhine Defense: Brooklyn Variation,Katarina0TP,DrNykterstein,e4 Nf6 e5 Ng8 d4 d6 exd6 exd6 Nf3 Be7 Bd3 Nf6 O-O O-O h3 d5 Re1 c6 Bf4 Nbd7 Nbd2 Re8 c3 Nf8 Ne5 Ng6 Nxg6 hxg6 Nf3 Bd6 Bxd6 Rxe1+ Qxe1 Qxd6 Qe5 Qxe5 Nxe5 Bf5 Bxf5 gxf5 Re1 Ne4 f3 Nd6 Nd3 Kf8 Kf2 f6 Nc5 Kf7 Re6 Rd8 Re2 a5 a4 b6 Ne6 Rc8 Nf4 g5 Nd3 c5 dxc5 bxc5 Rd2 Nc4 Rd1 f4 b4 Ne3 Rd2 c4 Nc5 axb4 cxb4 c3 Rd3 c2 Rc3 Nd1+
7QfHIkvB,True,bullet,bullet,,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",junglebook1,DrNykterstein,d4 d5 Nf3 e6 c4 Nf6 Nc3 dxc4 e3 a6 a4 c5 Bxc4 Nc6 O-O cxd4 exd4 Be7 Qe2 O-O Rd1 Nb4 Bg5 Bd7 Ne5 Bc6 Ra3 Rc8 Nxc6 Rxc6 Rb3 a5 h3 h6 Bf4 Nfd5 Nxd5 exd5 Bb5 Rg6 Rg3 Rxg3 Bxg3 Bd6 Qf3 Bxg3 Qxg3 Qf6 Qc7 b6 Qe5 Qxe5 dxe5 Rc8 Rd2 g5 g3 f6 e6 Kf8 f4 gxf4 gxf4 Ke7 f5 Rc1+ Kf2 Rc2 Ke3 Rxd2 Kxd2 Kd6 Kc3 Na2+ Kb3 Nb4 Kc3 Na2+ Kb3 Nb4 Kc3
CGxkqUqp,True,bullet,bullet,white,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",DrNykterstein,moshakvar,Nf3 c5 e4 g6 Nc3 Bg7 d4 cxd4 Nxd4 Nc6 Be3 Nf6 Bc4 Qa5 O-O d6 h3 O-O Bb3 Bd7 Re1 Rfe8 Nf3 Rac8 Ng5 Rf8 f4 a6 Qe2 Qc7 Rad1 Na5 e5 dxe5 fxe5 Qxe5 Nd5 Nxb3 Nf3 Qe4 Nxf6+ Bxf6 Rxd7 Rxc2 Qd1 Rxb2 axb3 Qe6 Bh6
xaFdRV7l,True,bullet,bullet,black,Queen's Pawn Game: London System,KAPUTVSEMU,DrNykterstein,Nf3 d5 d4 Nf6 Bf4 c5 e3 cxd4 exd4 Nc6 Nbd2 Bf5 c3 e6 Qb3 Qc8 Bb5 Be7 Ne5 O-O O-O Nxe5 Bxe5 Nd7 Bxd7 Qxd7 Rfe1 f6 Bg3 b5 a3 a5 Qd1 Rac8 Rc1 b4 axb4 axb4 c4 dxc4 Nxc4 Rfd8 Ne3 Rxc1 Qxc1 Bg6 d5 e5 Rd1 Rc8 Qa1 Bc5 h3 h6 Kh2 Be4 Qa5 Kh7 Rc1 Bxe3 Rxc8 Qxc8 Qxb4 Bd4
RaZzgXoN,True,bullet,bullet,black,"English Opening: Symmetrical Variation, Mecking Variation",DrNykterstein,moshakvar,Nf3 g6 g3 c5 Bg2 Bg7 O-O Nc6 c4 Nf6 Nc3 O-O d4 cxd4 Nxd4 Qa5 Nc2 d6 h3 Be6 Ne3 Rfc8 Bd2 Rab8 Ncd5 Qd8 Bc3 Bxd5 cxd5 Ne5 Rc1 Ned7 Qd2 a6 Kh2 Ne8 Bxg7 Kxg7 h4 h5 Bh3 Nef6 g4 hxg4 Nxg4 Rxc1 Rxc1 Nxg4+ Bxg4 Nf6 Bh3 Qb6 Kg2 Rh8 Rc4 Rh5 e4 Re5 f3 Rh5 Qf2 Qxf2+ Kxf2 Rxh4 Kg3 g5 Rc7 Nh5+ Kf2 Rxh3 Rxe7 Nf4 Rxb7 Rh2+ Ke3 Re2+ Kd4 Rf2 Ke3 Rc2 a4 a5 Rb6 f6 Rc6 Rxb2 Rxd6 Kg6 e5 Kf5 e6 Ke5 e7 Re2#
M6eLBiFH,True,bullet,bullet,white,Lasker Simul Special,DrNykterstein,Mamikon_Gharibyan,g3 h5 Bg2 h4 Nf3 h3 Bf1 d5 d3 Nc6 d4 Nf6 Nc3 Bf5 Bf4 e6 a3 Bd6 e3 Ne4 Bd3 Nxc3 bxc3 Bg4 Be2 Bxf3 Bxf3 Na5 O-O Bxf4 exf4 g6 Re1 Qf6 Bxd5 Kf8 Ba2 Kg7 Qf3 Rad8 Re5 b6 Rae1 c5 Bxe6 cxd4 Bxf7 dxc3 Bd5 Rd7 f5 Rhd8 g4 Qg5 fxg6 Qxg6 Re7+ Rxe7 Rxe7+ Kh6 Qxh3+ Kg5 Qe3+ Kxg4 Qg3+ Kh5 Re5+ Kh6 f4 Qxg3+ hxg3 b5 Kf2 Nc4 Bxc4 bxc4 g4 Rd2+ Re2 Rd4 Kf3 Rd7 Re6+ Kg7 f5 Rd2 Re2 Kf6 Ke3 Rxe2+ Kxe2 Kg5 Ke3 a5 a4 Kf6 Kf4 Kg7 g5 Kf7 f6 Kf8 Kf5 Kg8 g6 Kf8 Ke6 Ke8 g7 Kd8 g8=Q+ Kc7 Qe8 Kb6 Qd7 Kc5 f7 Kb4 f8=Q#
eWcl7RsZ,True,bullet,bullet,black,Modern Defense,royalchesssamarkand,DrNykterstein,c4 g6 Nc3 Bg7 d4 d6 Nf3 e5 dxe5 dxe5 Qxd8+ Kxd8 g3 c6 Bg2 Kc7 O-O f6 b4 Be6 Ba3 Bxc4 Nd2 Be6 Rfc1 Bf8 Nd5+ Bxd5 Bxd5 a5 Rab1 axb4 Bxb4 Bxb4 Rxb4 Ne7 Bb3 Na6 Rbc4 Rhd8 Ne4 Nd5 f4 exf4 gxf4 Re8 Kf2 Rad8 e3 f5 Rd4 Nxe3 Rxd8 Ng4+ Kg3 Rxd8 Ng5 Rd3+ Kg2 Rd2+ Kg3 Rxh2 Ne6+ Kb6 Rb1 Ka7 Nd8 Nc5 Bd1 Ne4+ Kf3 Rf2#
6lXVH00K,True,bullet,bullet,black,Queen's Gambit Declined: Charousek Variation,Lord_Maxik,DrNykterstein,d4 d5 c4 e6 Nc3 Be7 cxd5 exd5 Bf4 c6 e3 Bd6 Nge2 Bxf4 Nxf4 Bf5 Bd3 Bxd3 Nxd3 Nd7 O-O Ngf6 b4 O-O a4 Re8 b5 Rc8 bxc6 Rxc6 Na2 Ne4 Rc1 Rh6 Nab4 Qh4 h3 Ndf6 Qf3 Nd2 Qf5 g6 Qf4 Nxf1 Kxf1 g5 Qxh4 Rxh4 Rc7 g4 hxg4 Rh1+ Ke2 Ra1 Rxb7 a5 Nc6 Rxa4 g5 Ra2+ Kf3 Ne4 Ne7+ Kf8 Nxd5 Rd2 Ne5 Nxg5+ Kg4 h6 f4 Rxg2+ Kf5 Rf2 Nf6 Ra8 Nfg4 Rf1 Nxh6 Ra6 Kxg5 Rg1+ Nhg4 f6+ Kf5 fxe5 Nxe5 a4 Rb8+ Ke7 Rb7+ Kd8 d5 a3 Nc6+ Kc8 Re7 a2 Na7+ Rxa7 Rxa7 a1=Q Rxa1 Rxa1 e4 Kd7 Ke5 Rd1 f5 Rd2 f6 Rf2
OfNq3gH6,True,bullet,bullet,white,King's Indian Attack: Wahls Defense,DrNykterstein,KonstantinKornienko,Nf3 g6 g3 Bg7 Bg2 d5 O-O Nf6 d3 O-O Nbd2 d4 e4 dxe3 fxe3 c5 h3 Nc6 Kh2 Nd5 Qe2 b6 a4 Ba6 Nc4 Qd7 e4 Ndb4 Bf4 Rad8 Rad1 Na5 Nfe5 Qxa4 b3 Qa2 Rd2 Nxc4 Nxc4 Bxc4 bxc4 Bc3 Rfd1 Bxd2 Rxd2 Qa3 e5 Qa4 Bh6 Rfe8 Qf3 Qd7 Rf2 Qe6 h4 Nc6 Qxc6 Qxe5 Bd5 e6 Qb7 f5 Bc6 Rb8 Qxa7 Qd4 Re2 Rec8 Bd7 Rd8 Bxe6+ Kh8 Bf4 Ra8 Qc7
p8t7n1h4,True,bullet,bullet,white,Modern Defense: Pseudo-Austrian Attack,dr_xStranger,DrNykterstein,d4 g6 Nc3 Bg7 e4 d6 f4 a6 Nf3 b5 Bd3 Nd7 Qe2 c5 dxc5 Nxc5 O-O Nf6 e5 Nfd7 exd6 e6 Be3 Bb7 Rad1 Nxd3 Qxd3 O-O Ne4 Rc8 c3 Rc4 Ned2 Rc6 Nb3 h6 Rfe1 Ba8 Bf2 Nf6 Ne5 Rc8 d7 Rc7 Bb6 Bd5 Bxc7 Qxc7 Nd4 Nxd7 Nxd7 Qxd7 Qe3 Qc7 a3 a5 Nf3 b4 axb4 axb4 cxb4 Rb8 Qc5 Qxf4 Nd4 Qg4 Rd2 Bf8 Qc7 Rxb4 Nc6 Re4 Rf1 e5 Rxd5 Re2 Qxf7+
zhHaWEYx,True,bullet,bullet,black,Vienna Game: Paulsen Variation,DrNykterstein,junglebook1,e4 e5 Nc3 Nc6 g3 Nf6 Bg2 Bb4 d3 d5 exd5 Nxd5 Ne2 Nxc3 bxc3 Bc5 O-O O-O Be3 Bb6 c4 Re8 c5 Ba5 h3 Bf5 g4 Be6 Ng3 Qd7 Rb1 Rab8 Ne4 f5 gxf5 Bxf5 Kh2 Nd4 c3 Ne6 Rg1 Kh8 Qh5 Rf8 c6 Qxc6 Ng3 Bg6 Qxe5 Bxc3 Bxc6 Bxe5 Bxb7 Bxd3 Rbd1 Rxb7 Rxd3 Rb2 Ra3 Nd4 Rd1 Nf3+ Kg2 Nh4+ Kh1 Bxg3 fxg3 Nf3 Bg1 Nxg1 Kxg1 h6 Rxa7 Rff2 Rxc7 Rg2+ Kf1 Rxg3 a4 Ra2 Rd4 Rxh3 Kg1 Rg3+ Kh1 Rb3 Rc1 Rh3+ Kg1 Rg3+
iURTZvqA,True,bullet,bullet,white,Hungarian Opening: Indian Defense,DrNykterstein,chess-art-us,g3 Nf6 Bg2 d5 Nf3 g6 O-O Bg7 c4 d4 d3 c5 b4 cxb4 a3 bxa3 Bxa3 Nc6 Nbd2 O-O Qa4 Re8 Rfb1 e5 Ng5 h6 Nge4 Nxe4 Nxe4 Bf8 Bxf8 Rxf8 Qa3 Kg7 Nd6 Qe7 Bxc6 bxc6 Nf5+
w0kyVgi1,True,bullet,bullet,white,Queen's Pawn Game: Modern Defense,KAPUTVSEMU,DrNykterstein,d4 g6 Nf3 Bg7 Bf4 d6 e3 Nf6 h3 O-O Bc4 b6 O-O e6 Qe2 Bb7 Rd1 a6 Nc3 b5 Bb3 Nbd7 a3 Re8 Bh2 Qe7 e4 c5 e5 dxe5 dxe5 Nh5 Ne4 c4 Ba2 Bxe4 Qxe4 Nc5 Qe2 Bf8 c3 Rad8 Rd6 Qb7 Rad1 Bxd6 exd6 f6 g4 Ng7 g5 Qe4 Qxe4 Nxe4 gxf6 Nxf6 Bb1 Nf5 Be5 Nd5 Bxf5 gxf5 Nd4 Kf7 f4 Rd7 Kf2 Nf6 Nf3 Ne4+ Ke3 Rg8 Ng5+ Nxg5 fxg5 Rxg5 Kf4 Rg2 h4 Rg4+ Kf3 Rxh4 Rg1 Rg4 Rh1 Kg6 a4 bxa4 Ra1 h5 Rxa4 Re4 Ra5 h4 Bh2 e5 Bxe5 h3 Bf4 Rxf4+ Kxf4 h2 Ra1 Rxd6 Rh1 Rd2 Kg3 Rxb2 Kf3 Kg5 Kg3 f4+ Kf3 Kf5 Rxh2 Rb3 Rh5+ Ke6 Ke4 Kd6 Rh6+ Kc5 Kxf4 Kb5 Ke4 Rxc3 Kd4 Kb4 Ke4 Rd3 Rb6+ Kc3 Rxa6 Rd4+ Ke3 Rd3+ Ke2 Kc2 Ra2+ Kb3 Ra1 Kc3 Rb1 Kd4 Rc1 Re3+ Kd2 Rd3+ Ke2 Rc3 Rd1+ Rd3 Rf1 Re3+ Kd2 Rd3+ Kc2 Rc3+ Kb2 Rd3 Rf3 Kc5 Rxd3 Kb4 Rc3 Kc5 Kc2 Kd4 Re3
Kmr7r6wh,True,bullet,bullet,white,Zukertort Opening,DrNykterstein,dr_xStranger,Nf3 Nf6 g3 e5 Bg2 e4 Nd4 d5 Nb3 Bd6 d3 Nc6 dxe4 dxe4 Nc3 Bf5 Bg5 h6 Bxf6 Qxf6 Nxe4 Bxe4 Bxe4 O-O-O Qc1 Rhe8 Bg2 g5 e3 Ne5 O-O g4 Nd4 Bc5 c3 Bxd4 cxd4 Nf3+ Bxf3 gxf3 Qc5 Kb8 Rac1 c6 Qh5 Rd5 Qh3 h5 Rc5 Rxc5 dxc5 Qe5 b4 Qd5 Qh4 Ka8 Qf4 a6 h4 Rg8 a3 Rg4 Qf6 Qe4 Qxf7 Ka7 Qc7 Rg8 Qf4 Qd5 e4 Qd3 Re1 Re8 e5 Qxa3 Re3 Qa1+ Kh2 Qf1 Qxf3 Qb1 e6 Qxb4 Qxh5 Qd2 Qf5 Rd8 e7 Re8 Qf7
JlEpkyk3,True,bullet,bullet,black,Queen's Pawn Game: Modern Defense,KonstantinKornienko,DrNykterstein,d4 g6 Nf3 Bg7 e4 Nf6 e5 Nd5 Bc4 Nb6 Bb3 d6 exd6 cxd6 O-O O-O c3 Nc6 Bg5 h6 Bh4 g5 Bg3 Kh8 Re1 f5 h3 f4 Bh2 e5 dxe5 dxe5 Nbd2 Bf5 Bc2 Qd7 Ne4 Qxd1 Raxd1 Rad8 Bb1 Na4 b3 Rxd1 Rxd1 Bxe4 bxa4 Bxb1 Rxb1 Rd8 Kf1 e4 Ne1 Bxc3 Ke2 Rd2+ Kf1 Rxa2 h4 Ra1 Rxa1 Bxa1 Nc2 Bc3 hxg5 hxg5 g4
